region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
endcap,0.9609,0.9591,45,25,7,3,10.547,1.831,0.334,0.391,-0.955
endcap,0.6213,0.6801,43,32,3,5,5.623,1.459,0.334,0.106,-1.269
endcap,0.8128,0.923,39,16,4,5,7.277,0.858,0.147,0.312,-1.57
endcap,0.6771,0.5968,45,20,5,3,3.957,1.969,0.148,0.069,-2.184
endcap,0.8413,0.5813,43,24,7,2,4.443,2.186,0.283,0.088,2.328
endcap,0.6872,0.4925,36,22,5,4,8.57,1.174,0.269,0.173,1.974
endcap,0.7039,0.5778,38,21,6,5,6.056,1.557,0.322,0.181,1.1
endcap,0.4212,0.5237,40,27,9,4,3.004,1.754,0.404,0.236,2.96
endcap,0.6446,0.652,40,18,10,4,11.119,1.331,0.423,0.295,-2.544
endcap,0.8176,0.7663,44,17,6,2,5.623,2.087,0.543,0.193,-1.639
endcap,0.4725,0.702,44,25,5,3,3.312,0.779,0.273,0.176,-0.977
endcap,0.7455,0.6535,32,17,2,3,7.661,1.4,0.192,0.306,-1.755
endcap,0.1934,0.2152,46,30,10,2,8.859,0.282,0.115,0.251,-2.21
endcap,0.716,0.5782,39,24,9,7,2.877,2.197,0.462,0.32,-1.444
endcap,0.3604,0.5999,42,17,5,3,2.675,2.107,0.353,0.276,-2.637
endcap,0.8582,0.7589,45,12,10,8,4.733,1.559,0.267,0.08,-1.018
endcap,0.8201,0.7797,34,17,8,6,11.692,1.996,0.276,0.166,-1.035
endcap,0.693,0.697,33,22,6,5,10.7,1.919,0.36,0.126,-2.001
endcap,0.7475,0.6526,35,25,5,4,6.565,0.735,0.392,0.131,1.879
endcap,0.6299,0.584,33,21,7,6,1.977,1.327,0.151,0.123,1.99
endcap,0.616,0.6766,47,16,6,4,2.902,1.246,0.378,0.172,0.839
endcap,0.8907,0.8208,41,15,6,7,12.368,0.463,0.33,0.194,2.647
endcap,0.3377,0.543,55,27,3,6,6.149,2.217,0.114,0.112,-1.517
endcap,0.8104,0.7869,39,21,5,3,6.909,1.079,0.344,0.23,-0.38
endcap,0.7244,0.62,41,21,10,3,13.862,1.233,0.423,0.208,2.603
endcap,0.9318,0.9152,54,19,7,2,10.744,2.219,0.263,0.117,-1.128
endcap,0.6087,0.7563,44,14,7,7,3.783,2.241,0.247,0.117,0.42
