region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
endcap,0.4597,0.7158,16,6,8,2,6.658,0.796,0.362,0.035,2.964
endcap,0.3937,0.4056,14,8,6,2,6.691,1.67,0.285,0.148,0.429
endcap,0.3879,0.2291,24,11,6,3,4.258,2.1,0.258,0.225,-1.958
endcap,0.4208,0.2065,20,10,5,5,7.257,1.693,0.285,0.193,2.087
endcap,0.3608,0.3453,20,8,8,2,5.804,1.88,0.407,0.317,0.324
endcap,0.2966,0.2107,17,6,8,4,8.744,2.768,0.17,0.006,-2.469
endcap,0.5458,0.4594,16,6,6,5,5.187,0.724,0.377,0.072,-1.772
endcap,0.4364,0.1071,30,13,9,3,9.351,0.71,0.318,0.19,-1.722
endcap,0.4806,0.2289,10,8,3,4,9.303,0.691,0.277,0.08,3.001
endcap,0.0876,0.7457,15,9,6,2,7.634,1.909,0.201,0.129,1.496
endcap,0.2799,0.5804,26,13,5,6,8.591,0.163,0.133,0.143,-2.475
endcap,0.1032,0.3133,28,4,8,7,11.949,0.552,0.301,0.261,1.309
endcap,0.2668,0.1138,15,10,3,3,2.375,1.337,0.354,0.33,2.675
endcap,0.7624,0.1964,13,7,6,8,4.945,0.789,0.257,0.183,1.355
endcap,0.7609,0.2481,16,6,1,4,1.931,0.234,0.412,0.224,-1.768
endcap,0.5607,0.3077,20,8,6,3,3.311,2.123,0.368,0.24,-0.41
endcap,0.4546,0.0826,11,15,6,6,2.409,1.039,0.267,0.019,2.69
endcap,0.3563,0.2288,17,17,4,5,14.253,1.255,0.379,0.155,0.05
endcap,0.437,0.3637,19,8,3,3,4.062,1.338,0.631,0.188,-2.731
endcap,0.3913,0.3234,14,8,9,6,4.504,1.359,0.207,0.157,2.661
endcap,0.806,0.1675,18,8,5,3,12.092,2.019,0.383,0.198,1.1
endcap,0.5896,0.4138,23,10,3,2,9.866,2.038,0.318,0.249,-0.624
endcap,0.5221,0.4868,18,8,5,4,17.08,1.894,0.434,0.279,-1.424
endcap,0.1835,0.4981,16,10,5,6,3.743,1.865,0.365,0.217,-2.712
endcap,0.3407,0.2273,16,14,4,7,5.467,1.306,0.3,0.25,2.874
endcap,0.5038,0.3095,8,8,12,4,7.836,1.806,0.225,0.258,-2.01
endcap,0.5466,0.4934,22,6,7,1,6.473,0.702,0.273,0.218,1.9
